ExonID	GeneID	geneSymbol	chr	strand	X1stExonStart_0base	X1stExonEnd	X2ndExonStart_0base	X2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	IncFormLen	SkipFormLen	AStype	TargetExon
SE_146842	ENSG00000023191	RNH1	chr11	-	504823	504996	NA	NA	502061	502249	507112	507195	IncFormLen	SkipFormLen	SE	-chr11:504823-504996
SE_146911	ENSG00000105486	LIG1	chr19	-	48665518	48665608	NA	NA	48664430	48664764	48668806	48668880	IncFormLen	SkipFormLen	SE	-chr19:48665518-48665608
SE_146960	ENSG00000136732	GYPC	chr2	+	127447830	127447887	NA	NA	127413508	127413888	127451439	127451523	IncFormLen	SkipFormLen	SE	+chr2:127447830-127447887
SE_147082	ENSG00000164074	C4orf29	chr4	+	128910875	128910976	NA	NA	128905493	128905578	128922870	128922915	IncFormLen	SkipFormLen	SE	+chr4:128910875-128910976
SE_147083	ENSG00000164074	C4orf29	chr4	+	128910875	128910976	NA	NA	128905493	128905578	128930074	128930112	IncFormLen	SkipFormLen	SE	+chr4:128910875-128910976
SE_147095	ENSG00000164074	C4orf29	chr4	+	128922870	128922915	NA	NA	128910875	128910976	128930074	128930153	IncFormLen	SkipFormLen	SE	+chr4:128922870-128922915
SE_147135	ENSG00000164074	C4orf29	chr4	+	128942291	128942393	NA	NA	128941234	128941324	128949629	128950008	IncFormLen	SkipFormLen	SE	+chr4:128942291-128942393
SE_147182	ENSG00000007944	MYLIP	chr6	+	16143929	16144094	NA	NA	16143250	16143448	16145127	16145548	IncFormLen	SkipFormLen	SE	+chr6:16143929-16144094
SE_147186	ENSG00000187118	CMC1	chr3	+	28304781	28304871	NA	NA	28283074	28283303	28357823	28357914	IncFormLen	SkipFormLen	SE	+chr3:28304781-28304871
SE_147214	ENSG00000144231	POLR2D	chr2	-	128608163	128608259	NA	NA	128603839	128605759	128610498	128610679	IncFormLen	SkipFormLen	SE	-chr2:128608163-128608259
SE_147216	ENSG00000144231	POLR2D	chr2	-	128608163	128608259	NA	NA	128603839	128605759	128615601	128615731	IncFormLen	SkipFormLen	SE	-chr2:128608163-128608259
SE_147218	ENSG00000144231	POLR2D	chr2	-	128610498	128610679	NA	NA	128604272	128605759	128615601	128615691	IncFormLen	SkipFormLen	SE	-chr2:128610498-128610679
SE_147220	ENSG00000144231	POLR2D	chr2	-	128610498	128610679	NA	NA	128608163	128608259	128615601	128615691	IncFormLen	SkipFormLen	SE	-chr2:128610498-128610679
SE_147278	ENSG00000127481	UBR4	chr1	-	19472516	19472600	NA	NA	19472286	19472427	19473319	19473494	IncFormLen	SkipFormLen	SE	-chr1:19472516-19472600
SE_147348	ENSG00000122406	RPL5	chr1	+	93299101	93299217	NA	NA	93297581	93297674	93301746	93301911	IncFormLen	SkipFormLen	SE	+chr1:93299101-93299217
SE_147449	ENSG00000081665	ZNF506	chr19	-	19904642	19906469	NA	NA	19902370	19903293	19916839	19916935	IncFormLen	SkipFormLen	SE	-chr19:19904642-19906469
SE_147548	ENSG00000082996	RNF13	chr3	+	149531711	149531813	NA	NA	149530556	149531140	149563797	149563927	IncFormLen	SkipFormLen	SE	+chr3:149531711-149531813
SE_147840	ENSG00000164253	WDR41	chr5	-	76745584	76745685	NA	NA	76736637	76736822	76749641	76749753	IncFormLen	SkipFormLen	SE	-chr5:76745584-76745685
SE_147849	ENSG00000164253	WDR41	chr5	-	76745584	76745695	NA	NA	76736637	76736822	76749641	76749753	IncFormLen	SkipFormLen	SE	-chr5:76745584-76745695
SE_147952	ENSG00000145439	CBR4	chr4	-	169930102	169930205	NA	NA	169928791	169928907	169931098	169931426	IncFormLen	SkipFormLen	SE	-chr4:169930102-169930205
SE_147967	ENSG00000170017	ALCAM	chr3	+	105270987	105271026	NA	NA	105268970	105269103	105271311	105271429	IncFormLen	SkipFormLen	SE	+chr3:105270987-105271026
SE_147972	ENSG00000153551	CMTM7	chr3	+	32490945	32491044	NA	NA	32483331	32483505	32493883	32493965	IncFormLen	SkipFormLen	SE	+chr3:32490945-32491044
SE_148025	ENSG00000072849	DERL2	chr17	-	5384420	5384709	NA	NA	5383706	5383902	5386128	5386202	IncFormLen	SkipFormLen	SE	-chr17:5384420-5384709
SE_148029	ENSG00000072849	DERL2	chr17	-	5384615	5384709	NA	NA	5383706	5383902	5386128	5386199	IncFormLen	SkipFormLen	SE	-chr17:5384615-5384709
SE_148070	ENSG00000152117	AC093838.4	chr2	+	132256439	132256526	NA	NA	132254782	132254866	132257776	132257919	IncFormLen	SkipFormLen	SE	+chr2:132256439-132256526
SE_148089	ENSG00000152117	AC093838.4	chr2	+	132273174	132273320	NA	NA	132266109	132266181	132273886	132273931	IncFormLen	SkipFormLen	SE	+chr2:132273174-132273320
SE_148104	ENSG00000152117	AC093838.4	chr2	+	132277386	132277515	NA	NA	132277107	132277239	132277669	132277994	IncFormLen	SkipFormLen	SE	+chr2:132277386-132277515
SE_148116	ENSG00000165644	COMTD1	chr10	-	76995377	76995501	NA	NA	76995024	76995130	76995592	76995683	IncFormLen	SkipFormLen	SE	-chr10:76995377-76995501
SE_148338	ENSG00000170142	UBE2E1	chr3	+	23852950	23853001	NA	NA	23848579	23848912	23929057	23929190	IncFormLen	SkipFormLen	SE	+chr3:23852950-23853001
SE_148393	ENSG00000085733	CTTN	chr11	+	70267575	70267686	NA	NA	70266505	70266616	70269045	70269101	IncFormLen	SkipFormLen	SE	+chr11:70267575-70267686
SE_148416	ENSG00000107537	PHYH	chr10	-	13330359	13330541	NA	NA	13325689	13325839	13336427	13336596	IncFormLen	SkipFormLen	SE	-chr10:13330359-13330541
SE_148420	ENSG00000107537	PHYH	chr10	-	13333830	13333912	NA	NA	13325689	13325839	13336427	13336596	IncFormLen	SkipFormLen	SE	-chr10:13333830-13333912
SE_148456	ENSG00000065485	PDIA5	chr3	+	122849326	122849463	NA	NA	122843118	122843190	122864368	122864439	IncFormLen	SkipFormLen	SE	+chr3:122849326-122849463
SE_148467	ENSG00000066933	MYO9A	chr15	-	72139755	72139809	NA	NA	72122449	72122652	72141185	72141309	IncFormLen	SkipFormLen	SE	-chr15:72139755-72139809
SE_148481	ENSG00000066933	MYO9A	chr15	-	72185305	72185518	NA	NA	72180344	72180457	72186019	72186119	IncFormLen	SkipFormLen	SE	-chr15:72185305-72185518
SE_148494	ENSG00000066933	MYO9A	chr15	-	72244117	72244237	NA	NA	72231192	72231268	72252241	72252296	IncFormLen	SkipFormLen	SE	-chr15:72244117-72244237
SE_148503	ENSG00000066933	MYO9A	chr15	-	72311379	72311436	NA	NA	72302690	72302788	72313258	72313358	IncFormLen	SkipFormLen	SE	-chr15:72311379-72311436
SE_148628	ENSG00000150455	TIRAP	chr11	+	126160356	126160480	NA	NA	126152981	126153048	126160697	126160792	IncFormLen	SkipFormLen	SE	+chr11:126160356-126160480
SE_148846	ENSG00000187742	SECISBP2	chr9	+	91948939	91949070	NA	NA	91947831	91947901	91949550	91949645	IncFormLen	SkipFormLen	SE	+chr9:91948939-91949070
SE_148855	ENSG00000187742	SECISBP2	chr9	+	91954778	91954868	NA	NA	91953372	91953495	91956261	91956394	IncFormLen	SkipFormLen	SE	+chr9:91954778-91954868
SE_148947	ENSG00000147649	MTDH	chr8	+	98711981	98712080	NA	NA	98703179	98703416	98718853	98718978	IncFormLen	SkipFormLen	SE	+chr8:98711981-98712080
SE_149029	ENSG00000108094	CUL2	chr10	-	35378823	35378929	NA	NA	35360126	35360267	35379106	35379292	IncFormLen	SkipFormLen	SE	-chr10:35378823-35378929
SE_149082	ENSG00000160908	ZNF394	chr7	-	99096338	99096465	NA	NA	99090862	99092254	99097260	99097494	IncFormLen	SkipFormLen	SE	-chr7:99096338-99096465
SE_149091	ENSG00000067646	ZFY	chrY	+	2844710	2844863	NA	NA	2843551	2843695	2845980	2846121	IncFormLen	SkipFormLen	SE	+chrY:2844710-2844863
SE_149214	ENSG00000114209	PDCD10	chr3	-	167443188	167443261	NA	NA	167437849	167438061	167452001	167452133	IncFormLen	SkipFormLen	SE	-chr3:167443188-167443261
SE_149215	ENSG00000114209	PDCD10	chr3	-	167443188	167443261	NA	NA	167437849	167438061	167452219	167452305	IncFormLen	SkipFormLen	SE	-chr3:167443188-167443261
SE_149216	ENSG00000114209	PDCD10	chr3	-	167443188	167443261	NA	NA	167437849	167438061	167452246	167452298	IncFormLen	SkipFormLen	SE	-chr3:167443188-167443261
SE_149217	ENSG00000114209	PDCD10	chr3	-	167443188	167443261	NA	NA	167437849	167438061	167452593	167452651	IncFormLen	SkipFormLen	SE	-chr3:167443188-167443261
SE_149227	ENSG00000114209	PDCD10	chr3	-	167452001	167452133	NA	NA	167437849	167438061	167452219	167452332	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452133
SE_149228	ENSG00000114209	PDCD10	chr3	-	167452001	167452133	NA	NA	167437849	167438061	167452246	167452298	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452133
SE_149229	ENSG00000114209	PDCD10	chr3	-	167452001	167452133	NA	NA	167437849	167438061	167452593	167452620	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452133
SE_149236	ENSG00000114209	PDCD10	chr3	-	167452001	167452138	NA	NA	167437849	167438061	167452219	167452332	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452138
SE_149237	ENSG00000114209	PDCD10	chr3	-	167452001	167452138	NA	NA	167437849	167438061	167452246	167452298	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452138
SE_149238	ENSG00000114209	PDCD10	chr3	-	167452001	167452138	NA	NA	167437849	167438061	167452593	167452624	IncFormLen	SkipFormLen	SE	-chr3:167452001-167452138
SE_149321	ENSG00000169084	DHRSX	chrX	-	2310394	2310515	NA	NA	2209542	2209644	2326785	2326854	IncFormLen	SkipFormLen	SE	-chrX:2310394-2310515
SE_149336	ENSG00000169084	DHRSX	chrX	-	2326785	2326854	NA	NA	2310394	2310515	2343237	2343345	IncFormLen	SkipFormLen	SE	-chrX:2326785-2326854
SE_149354	ENSG00000141698	NT5C3B	chr17	-	39985041	39985204	NA	NA	39983677	39983878	39987052	39987142	IncFormLen	SkipFormLen	SE	-chr17:39985041-39985204
SE_149369	ENSG00000141698	NT5C3B	chr17	-	39991839	39991894	NA	NA	39991454	39991524	39992110	39992479	IncFormLen	SkipFormLen	SE	-chr17:39991839-39991894
SE_149370	ENSG00000141698	NT5C3B	chr17	-	39991839	39991934	NA	NA	39991454	39991524	39992110	39992209	IncFormLen	SkipFormLen	SE	-chr17:39991839-39991934
SE_149442	ENSG00000047249	ATP6V1H	chr8	-	54723723	54723777	NA	NA	54714358	54714456	54727221	54727326	IncFormLen	SkipFormLen	SE	-chr8:54723723-54723777
SE_149483	ENSG00000121964	GTDC1	chr2	-	144714761	144714906	NA	NA	144710339	144710410	144728219	144728329	IncFormLen	SkipFormLen	SE	-chr2:144714761-144714906
SE_149484	ENSG00000121964	GTDC1	chr2	-	144714761	144714906	NA	NA	144710339	144710410	144764748	144765102	IncFormLen	SkipFormLen	SE	-chr2:144714761-144714906
SE_149488	ENSG00000121964	GTDC1	chr2	-	144728219	144728329	NA	NA	144710339	144710410	144764748	144765102	IncFormLen	SkipFormLen	SE	-chr2:144728219-144728329
SE_149517	ENSG00000121964	GTDC1	chr2	-	144987807	144987889	NA	NA	144969081	144969146	144993242	144993304	IncFormLen	SkipFormLen	SE	-chr2:144987807-144987889
SE_149652	ENSG00000198331	HYLS1	chr11	+	125761317	125761367	NA	NA	125756954	125757660	125769238	125770512	IncFormLen	SkipFormLen	SE	+chr11:125761317-125761367
SE_149809	ENSG00000165490	C11orf82	chr11	+	82641198	82641316	NA	NA	82639818	82639980	82642773	82642874	IncFormLen	SkipFormLen	SE	+chr11:82641198-82641316
SE_149821	ENSG00000165671	NSD1	chr5	+	176665237	176665508	NA	NA	176662821	176662946	176666756	176666866	IncFormLen	SkipFormLen	SE	+chr5:176665237-176665508
SE_149913	ENSG00000087087	SRRT	chr7	+	100480385	100480711	NA	NA	100479673	100479862	100481690	100481860	IncFormLen	SkipFormLen	SE	+chr7:100480385-100480711
SE_150046	ENSG00000119471	HSDL2	chr9	+	115171186	115171301	NA	NA	115167903	115168002	115181139	115181238	IncFormLen	SkipFormLen	SE	+chr9:115171186-115171301
SE_150054	ENSG00000119471	HSDL2	chr9	+	115179120	115179224	NA	NA	115167903	115168002	115181139	115181238	IncFormLen	SkipFormLen	SE	+chr9:115179120-115179224
SE_150212	ENSG00000213533	TMEM110	chr3	-	52929893	52929971	NA	NA	52889411	52889460	52931306	52931559	IncFormLen	SkipFormLen	SE	-chr3:52929893-52929971
SE_150331	ENSG00000133315	MACROD1	chr11	-	63782723	63782753	NA	NA	63767698	63767815	63918710	63918827	IncFormLen	SkipFormLen	SE	-chr11:63782723-63782753
SE_150361	ENSG00000106609	TMEM248	chr7	+	66387135	66387233	NA	NA	66386218	66386448	66406834	66407011	IncFormLen	SkipFormLen	SE	+chr7:66387135-66387233
SE_150393	ENSG00000124588	NQO2	chr6	+	3004728	3004885	NA	NA	3000222	3000319	3006701	3006793	IncFormLen	SkipFormLen	SE	+chr6:3004728-3004885
SE_150402	ENSG00000124588	NQO2	chr6	+	3015763	3015877	NA	NA	3012777	3012908	3017117	3017219	IncFormLen	SkipFormLen	SE	+chr6:3015763-3015877
SE_150407	ENSG00000127419	TMEM175	chr4	+	941496	941680	NA	NA	926174	926328	944208	944306	IncFormLen	SkipFormLen	SE	+chr4:941496-941680
SE_150409	ENSG00000127419	TMEM175	chr4	+	941496	941942	NA	NA	926262	926328	944208	944279	IncFormLen	SkipFormLen	SE	+chr4:941496-941942
SE_150415	ENSG00000127419	TMEM175	chr4	+	942198	942403	NA	NA	941903	941942	944208	944306	IncFormLen	SkipFormLen	SE	+chr4:942198-942403
SE_150417	ENSG00000127419	TMEM175	chr4	+	942298	942403	NA	NA	941903	941942	944208	944306	IncFormLen	SkipFormLen	SE	+chr4:942298-942403
SE_150429	ENSG00000127419	TMEM175	chr4	+	946154	946238	NA	NA	945433	945505	946977	947091	IncFormLen	SkipFormLen	SE	+chr4:946154-946238
SE_150467	ENSG00000155099	TMEM55A	chr8	-	92036516	92036594	NA	NA	92033483	92033632	92052871	92053100	IncFormLen	SkipFormLen	SE	-chr8:92036516-92036594
SE_150488	ENSG00000094975	SUCO	chr1	+	172522399	172522510	NA	NA	172520651	172520766	172525008	172525163	IncFormLen	SkipFormLen	SE	+chr1:172522399-172522510
SE_150498	ENSG00000094975	SUCO	chr1	+	172554997	172555088	NA	NA	172548341	172548407	172557899	172558064	IncFormLen	SkipFormLen	SE	+chr1:172554997-172555088
SE_150526	ENSG00000114120	SLC25A36	chr3	+	140685189	140685276	NA	NA	140681968	140682069	140685775	140685878	IncFormLen	SkipFormLen	SE	+chr3:140685189-140685276
SE_150528	ENSG00000114120	SLC25A36	chr3	+	140685189	140685276	NA	NA	140681968	140682069	140689768	140689835	IncFormLen	SkipFormLen	SE	+chr3:140685189-140685276
SE_150529	ENSG00000114120	SLC25A36	chr3	+	140685775	140685878	NA	NA	140681968	140682069	140689768	140689835	IncFormLen	SkipFormLen	SE	+chr3:140685775-140685878
SE_150530	ENSG00000114120	SLC25A36	chr3	+	140685775	140685878	NA	NA	140685189	140685276	140689768	140689835	IncFormLen	SkipFormLen	SE	+chr3:140685775-140685878
SE_150531	ENSG00000114120	SLC25A36	chr3	+	140685841	140685878	NA	NA	140681968	140682069	140689768	140689835	IncFormLen	SkipFormLen	SE	+chr3:140685841-140685878
SE_150532	ENSG00000114120	SLC25A36	chr3	+	140685841	140685878	NA	NA	140685189	140685276	140689768	140689835	IncFormLen	SkipFormLen	SE	+chr3:140685841-140685878
SE_150540	ENSG00000198467	TPM2	chr9	-	35684728	35684804	NA	NA	35684484	35684547	35685060	35685136	IncFormLen	SkipFormLen	SE	-chr9:35684728-35684804
SE_150543	ENSG00000198467	TPM2	chr9	-	35685060	35685136	NA	NA	35684728	35684804	35685265	35685336	IncFormLen	SkipFormLen	SE	-chr9:35685060-35685136
SE_150597	ENSG00000126091	ST3GAL3	chr1	+	44257772	44257820	NA	NA	44201903	44202051	44280562	44280605	IncFormLen	SkipFormLen	SE	+chr1:44257772-44257820
SE_150612	ENSG00000126091	ST3GAL3	chr1	+	44290402	44290564	NA	NA	44280562	44280605	44303890	44303983	IncFormLen	SkipFormLen	SE	+chr1:44290402-44290564
SE_150627	ENSG00000126091	ST3GAL3	chr1	+	44323806	44323980	NA	NA	44303890	44303983	44360054	44360149	IncFormLen	SkipFormLen	SE	+chr1:44323806-44323980
SE_150656	ENSG00000126091	ST3GAL3	chr1	+	44366420	44366505	NA	NA	44365212	44365399	44386075	44386176	IncFormLen	SkipFormLen	SE	+chr1:44366420-44366505
SE_150664	ENSG00000123472	ATPAF1	chr1	-	47108865	47108973	NA	NA	47098408	47101642	47118252	47118300	IncFormLen	SkipFormLen	SE	-chr1:47108865-47108973
SE_150666	ENSG00000123472	ATPAF1	chr1	-	47110832	47110928	NA	NA	47098408	47101642	47118252	47118300	IncFormLen	SkipFormLen	SE	-chr1:47110832-47110928
SE_150715	ENSG00000173611	SCAI	chr9	-	127828268	127828337	NA	NA	127818154	127818286	127904911	127904956	IncFormLen	SkipFormLen	SE	-chr9:127828268-127828337
SE_150717	ENSG00000084652	TXLNA	chr1	+	32645914	32646115	NA	NA	32645286	32645377	32646842	32647178	IncFormLen	SkipFormLen	SE	+chr1:32645914-32646115
SE_150783	ENSG00000108854	SMURF2	chr17	-	62590108	62590222	NA	NA	62589557	62589691	62594499	62594608	IncFormLen	SkipFormLen	SE	-chr17:62590108-62590222
SE_150933	ENSG00000111300	NAA25	chr12	-	112487286	112487415	NA	NA	112486095	112486247	112491361	112491461	IncFormLen	SkipFormLen	SE	-chr12:112487286-112487415
SE_150988	ENSG00000148835	TAF5	chr10	+	105145082	105145247	NA	NA	105142994	105143124	105146931	105147109	IncFormLen	SkipFormLen	SE	+chr10:105145082-105145247
SE_151014	ENSG00000104490	NCALD	chr8	-	102733440	102733579	NA	NA	102731624	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102733440-102733579
SE_151022	ENSG00000104490	NCALD	chr8	-	102758058	102758221	NA	NA	102731848	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102758058-102758221
SE_151040	ENSG00000104490	NCALD	chr8	-	102762270	102762390	NA	NA	102731810	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102762270-102762390
SE_151052	ENSG00000104490	NCALD	chr8	-	102762825	102762915	NA	NA	102731520	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102762825-102762915
SE_151068	ENSG00000104490	NCALD	chr8	-	102792151	102792207	NA	NA	102731613	102731876	102803089	102803175	IncFormLen	SkipFormLen	SE	-chr8:102792151-102792207
SE_151070	ENSG00000104490	NCALD	chr8	-	102792151	102792207	NA	NA	102731613	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102792151-102792207
SE_151071	ENSG00000104490	NCALD	chr8	-	102792151	102792207	NA	NA	102731613	102731876	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102792151-102792207
SE_151094	ENSG00000104490	NCALD	chr8	-	102864799	102864898	NA	NA	102731522	102731876	102899368	102899455	IncFormLen	SkipFormLen	SE	-chr8:102864799-102864898
SE_151106	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102705018	102705124	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151108	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102731479	102731876	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151110	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102733440	102733579	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151111	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102758058	102758221	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151113	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102762825	102762915	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151114	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102792151	102792207	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151116	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102801006	102801257	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151117	ENSG00000104490	NCALD	chr8	-	102899368	102899455	NA	NA	102864799	102864898	102928036	102928086	IncFormLen	SkipFormLen	SE	-chr8:102899368-102899455
SE_151187	ENSG00000156171	DRAM2	chr1	-	111665237	111665265	NA	NA	111663137	111663315	111668848	111668916	IncFormLen	SkipFormLen	SE	-chr1:111665237-111665265
SE_151195	ENSG00000156171	DRAM2	chr1	-	111667363	111667503	NA	NA	111663137	111663315	111668848	111668916	IncFormLen	SkipFormLen	SE	-chr1:111667363-111667503
SE_151235	ENSG00000156171	DRAM2	chr1	-	111682122	111682288	NA	NA	111680144	111680208	111682659	111682712	IncFormLen	SkipFormLen	SE	-chr1:111682122-111682288
SE_151236	ENSG00000156171	DRAM2	chr1	-	111682122	111682288	NA	NA	111680144	111680208	111682664	111682717	IncFormLen	SkipFormLen	SE	-chr1:111682122-111682288
SE_151238	ENSG00000156171	DRAM2	chr1	-	111682209	111682333	NA	NA	111680144	111680208	111682659	111682684	IncFormLen	SkipFormLen	SE	-chr1:111682209-111682333
SE_151239	ENSG00000156171	DRAM2	chr1	-	111682209	111682333	NA	NA	111680144	111680208	111682664	111682717	IncFormLen	SkipFormLen	SE	-chr1:111682209-111682333
SE_151300	ENSG00000130349	C6orf203	chr6	+	107351228	107351311	NA	NA	107349416	107349475	107360952	107361434	IncFormLen	SkipFormLen	SE	+chr6:107351228-107351311
SE_151462	ENSG00000008083	JARID2	chr6	+	15410454	15410596	NA	NA	15374347	15374483	15452236	15452406	IncFormLen	SkipFormLen	SE	+chr6:15410454-15410596
SE_151551	ENSG00000136536	MARCH7	chr2	+	160572191	160572277	NA	NA	160568999	160569117	160585519	160585686	IncFormLen	SkipFormLen	SE	+chr2:160572191-160572277
SE_151555	ENSG00000136536	MARCH7	chr2	+	160572191	160572277	NA	NA	160569017	160569172	160585519	160585686	IncFormLen	SkipFormLen	SE	+chr2:160572191-160572277
SE_151588	ENSG00000136536	MARCH7	chr2	+	160602280	160602448	NA	NA	160599571	160599764	160604315	160605414	IncFormLen	SkipFormLen	SE	+chr2:160602280-160602448
SE_151608	ENSG00000125089	SH3TC1	chr4	+	8206509	8206780	NA	NA	8201097	8201132	8206893	8207093	IncFormLen	SkipFormLen	SE	+chr4:8206509-8206780
SE_151677	ENSG00000140153	WDR20	chr14	+	102659799	102659851	NA	NA	102606229	102606509	102661274	102661457	IncFormLen	SkipFormLen	SE	+chr14:102659799-102659851
SE_151682	ENSG00000140153	WDR20	chr14	+	102661274	102661457	NA	NA	102606180	102606509	102674939	102675020	IncFormLen	SkipFormLen	SE	+chr14:102661274-102661457
SE_151685	ENSG00000140153	WDR20	chr14	+	102661274	102661457	NA	NA	102606180	102606509	102689166	102689695	IncFormLen	SkipFormLen	SE	+chr14:102661274-102661457
SE_151695	ENSG00000140153	WDR20	chr14	+	102664091	102664184	NA	NA	102661274	102661457	102674939	102675239	IncFormLen	SkipFormLen	SE	+chr14:102664091-102664184
SE_151702	ENSG00000140153	WDR20	chr14	+	102674939	102676199	NA	NA	102661274	102661457	102689166	102690008	IncFormLen	SkipFormLen	SE	+chr14:102674939-102676199
SE_151739	ENSG00000115687	PASK	chr2	-	242085164	242085275	NA	NA	242082251	242082489	242088828	242088864	IncFormLen	SkipFormLen	SE	-chr2:242085164-242085275
SE_151803	ENSG00000135926	TMBIM1	chr2	-	219150485	219150657	NA	NA	219146662	219146904	219157188	219157258	IncFormLen	SkipFormLen	SE	-chr2:219150485-219150657
SE_151807	ENSG00000135926	TMBIM1	chr2	-	219150485	219150661	NA	NA	219146662	219146904	219151929	219152014	IncFormLen	SkipFormLen	SE	-chr2:219150485-219150661
SE_151809	ENSG00000135926	TMBIM1	chr2	-	219150485	219150661	NA	NA	219146662	219146904	219157188	219157252	IncFormLen	SkipFormLen	SE	-chr2:219150485-219150661
SE_151932	ENSG00000087088	BAX	chr19	+	49458804	49458856	NA	NA	49458116	49458219	49459454	49459590	IncFormLen	SkipFormLen	SE	+chr19:49458804-49458856
SE_151986	ENSG00000065427	KARS	chr16	-	75678180	75678360	NA	NA	75675461	75675621	75681475	75681522	IncFormLen	SkipFormLen	SE	-chr16:75678180-75678360
SE_152079	ENSG00000101104	PABPC1L	chr20	+	43565534	43565617	NA	NA	43565277	43565371	43566701	43566832	IncFormLen	SkipFormLen	SE	+chr20:43565534-43565617
SE_152083	ENSG00000101104	PABPC1L	chr20	+	43567314	43567389	NA	NA	43566685	43566832	43567766	43567825	IncFormLen	SkipFormLen	SE	+chr20:43567314-43567389
SE_152085	ENSG00000101104	PABPC1L	chr20	+	43567314	43567389	NA	NA	43566685	43566832	43586977	43587676	IncFormLen	SkipFormLen	SE	+chr20:43567314-43567389
SE_152101	ENSG00000111325	OGFOD2	chr12	+	123460357	123460414	NA	NA	123459126	123459668	123461200	123461314	IncFormLen	SkipFormLen	SE	+chr12:123460357-123460414
SE_152109	ENSG00000111325	OGFOD2	chr12	+	123460357	123460414	NA	NA	123459766	123459930	123461200	123461314	IncFormLen	SkipFormLen	SE	+chr12:123460357-123460414
SE_152124	ENSG00000111325	OGFOD2	chr12	+	123460799	123460948	NA	NA	123460357	123460414	123461200	123461314	IncFormLen	SkipFormLen	SE	+chr12:123460799-123460948
SE_152171	ENSG00000111325	OGFOD2	chr12	+	123462527	123462604	NA	NA	123461417	123461517	123462988	123463116	IncFormLen	SkipFormLen	SE	+chr12:123462527-123462604
SE_152177	ENSG00000111325	OGFOD2	chr12	+	123462527	123462638	NA	NA	123461417	123461517	123462988	123463116	IncFormLen	SkipFormLen	SE	+chr12:123462527-123462638
SE_152183	ENSG00000111325	OGFOD2	chr12	+	123462527	123462746	NA	NA	123461417	123461517	123462988	123463116	IncFormLen	SkipFormLen	SE	+chr12:123462527-123462746
SE_152215	ENSG00000178295	GEN1	chr2	+	17952462	17952554	NA	NA	17950004	17950078	17953900	17954051	IncFormLen	SkipFormLen	SE	+chr2:17952462-17952554
SE_152217	ENSG00000178295	GEN1	chr2	+	17952462	17952554	NA	NA	17952342	17952365	17953900	17954051	IncFormLen	SkipFormLen	SE	+chr2:17952462-17952554
SE_152378	ENSG00000135930	EIF4E2	chr2	+	233422593	233422728	NA	NA	233421125	233421240	233428956	233429061	IncFormLen	SkipFormLen	SE	+chr2:233422593-233422728
SE_152385	ENSG00000135930	EIF4E2	chr2	+	233438972	233439051	NA	NA	233431787	233431924	233445613	233446042	IncFormLen	SkipFormLen	SE	+chr2:233438972-233439051
SE_152405	ENSG00000197622	CDC42SE1	chr1	-	151029126	151029262	NA	NA	151027491	151027602	151031954	151032091	IncFormLen	SkipFormLen	SE	-chr1:151029126-151029262
SE_152406	ENSG00000197622	CDC42SE1	chr1	-	151029126	151029262	NA	NA	151028152	151028469	151031954	151032091	IncFormLen	SkipFormLen	SE	-chr1:151029126-151029262
SE_152407	ENSG00000197622	CDC42SE1	chr1	-	151029131	151029262	NA	NA	151027491	151027602	151031954	151032249	IncFormLen	SkipFormLen	SE	-chr1:151029131-151029262
SE_152408	ENSG00000197622	CDC42SE1	chr1	-	151029131	151029262	NA	NA	151028058	151028469	151031954	151032249	IncFormLen	SkipFormLen	SE	-chr1:151029131-151029262
